id_avaliacao,id_funcionario,data_avaliacao,comunicacao,trabalho_equipe,qualidade_entrega,proatividade,lideranca,nota_final,observacao
297,88,2024-12-31,8.1,7.8,5.1,6.3,,6.8,Desempenho dentro do esperado.
298,88,2025-06-30,8.0,5.5,6.9,6.3,,6.7,Desempenho dentro do esperado.
299,88,2025-12-31,7.6,8.7,5.1,5.5,,6.7,Desempenho dentro do esperado.
300,90,2024-06-30,6.1,5.3,8.3,9.0,6.4,7.0,Desempenho dentro do esperado.
301,90,2024-12-31,6.3,3.2,7.2,7.8,8.3,6.6,Desempenho dentro do esperado.
302,90,2025-06-30,7.0,5.1,6.5,9.0,6.6,6.8,Desempenho dentro do esperado.
303,90,2025-12-31,7.7,8.2,7.1,6.4,7.5,7.4,Desempenho dentro do esperado.
304,91,2024-06-30,7.5,5.9,6.6,8.0,,7.0,Desempenho dentro do esperado.
305,91,2024-12-31,6.7,6.1,7.7,6.8,,6.8,Desempenho dentro do esperado.
306,91,2025-06-30,9.1,9.4,7.0,6.7,,8.1,Desempenho dentro do esperado.
307,91,2025-12-31,5.8,10.0,7.6,7.9,,7.8,Desempenho dentro do esperado.
308,92,2024-06-30,6.5,6.5,7.8,5.0,,6.5,Desempenho dentro do esperado.
309,92,2024-12-31,8.0,9.1,8.2,3.3,,7.1,Desempenho dentro do esperado.
310,92,2025-06-30,7.2,8.4,9.1,9.8,,8.6,Desempenho acima do esperado.
311,92,2025-12-31,5.7,6.7,7.8,7.1,,6.8,Desempenho dentro do esperado.
312,93,2024-06-30,7.0,7.3,6.2,9.2,5.4,7.0,Desempenho dentro do esperado.
313,93,2024-12-31,6.1,9.7,6.7,6.8,9.6,7.8,Desempenho dentro do esperado.
314,93,2025-06-30,10.0,6.8,8.0,7.6,6.4,7.8,Desempenho dentro do esperado.
315,93,2025-12-31,9.7,6.1,6.7,8.8,7.2,7.7,Desempenho dentro do esperado.
316,94,2024-06-30,7.5,6.3,7.7,8.4,,7.5,Desempenho dentro do esperado.
317,94,2024-12-31,6.1,7.3,6.1,7.2,,6.7,Desempenho dentro do esperado.
318,94,2025-06-30,5.3,6.9,6.9,8.8,,7.0,Desempenho dentro do esperado.
319,94,2025-12-31,9.1,8.9,7.1,7.8,,8.2,Desempenho dentro do esperado.
320,95,2024-06-30,8.0,5.4,8.9,7.5,,7.5,Desempenho dentro do esperado.
321,95,2024-12-31,7.4,8.5,6.5,6.0,,7.1,Desempenho dentro do esperado.
322,95,2025-06-30,6.7,8.0,9.0,5.9,,7.4,Desempenho dentro do esperado.
323,95,2025-12-31,8.1,6.1,8.1,7.2,,7.4,Desempenho dentro do esperado.
324,96,2024-06-30,6.8,7.7,7.7,7.2,,7.3,Desempenho dentro do esperado.
325,96,2024-12-31,5.2,4.2,8.4,8.6,,6.6,Desempenho dentro do esperado.
326,96,2025-06-30,7.4,6.4,8.3,9.5,,7.9,Desempenho dentro do esperado.
327,96,2025-12-31,7.5,7.6,7.0,6.8,,7.2,Desempenho dentro do esperado.
328,99,2024-06-30,9.6,9.5,9.0,7.2,6.2,8.3,Desempenho dentro do esperado.
329,99,2024-12-31,6.7,6.0,5.3,6.8,7.8,6.5,Desempenho dentro do esperado.
330,99,2025-06-30,7.7,7.2,6.6,7.5,7.2,7.2,Desempenho dentro do esperado.
331,99,2025-12-31,9.4,7.0,8.5,5.3,7.1,7.5,Desempenho dentro do esperado.
332,100,2024-06-30,7.7,7.3,7.8,7.8,,7.7,Desempenho dentro do esperado.
333,100,2024-12-31,7.3,6.6,8.5,8.9,,7.8,Desempenho dentro do esperado.
334,100,2025-06-30,6.4,8.4,7.7,6.2,,7.2,Desempenho dentro do esperado.
335,100,2025-12-31,6.9,6.8,4.9,9.9,,7.1,Desempenho dentro do esperado.
336,101,2025-12-31,5.0,8.0,6.3,6.9,,6.5,Desempenho dentro do esperado.
337,102,2024-06-30,8.5,7.3,6.1,7.8,5.9,7.1,Desempenho dentro do esperado.
338,102,2024-12-31,6.1,7.4,6.9,8.4,5.8,6.9,Desempenho dentro do esperado.
339,102,2025-06-30,7.7,9.8,8.8,7.3,6.6,8.0,Desempenho dentro do esperado.
340,102,2025-12-31,5.9,7.6,8.0,5.4,7.7,6.9,Desempenho dentro do esperado.
341,105,2025-06-30,7.9,4.5,8.0,6.9,,6.8,Desempenho dentro do esperado.
342,105,2025-12-31,7.3,6.9,6.2,8.8,,7.3,Desempenho dentro do esperado.
343,106,2024-06-30,8.8,8.2,7.3,10.0,,8.6,Desempenho acima do esperado.
344,106,2024-12-31,8.7,6.4,8.5,8.4,,8.0,Desempenho dentro do esperado.
345,106,2025-06-30,8.4,8.9,8.2,8.4,,8.5,Desempenho acima do esperado.
346,106,2025-12-31,6.9,7.1,8.7,6.8,,7.4,Desempenho dentro do esperado.
347,107,2024-06-30,7.1,8.7,5.3,8.6,,7.4,Desempenho dentro do esperado.
348,107,2024-12-31,6.3,7.9,8.5,7.2,,7.5,Desempenho dentro do esperado.
349,107,2025-06-30,9.0,6.4,8.9,8.9,,8.3,Desempenho dentro do esperado.
350,107,2025-12-31,8.3,7.4,8.2,5.7,,7.4,Desempenho dentro do esperado.
351,108,2024-06-30,7.0,9.2,5.6,8.3,,7.5,Desempenho dentro do esperado.
352,108,2024-12-31,6.8,7.6,7.7,6.4,,7.1,Desempenho dentro do esperado.
353,108,2025-06-30,5.5,6.5,4.1,6.4,,5.6,Plano de desenvolvimento recomendado.
354,108,2025-12-31,7.9,5.5,7.8,6.5,,6.9,Desempenho dentro do esperado.
355,109,2024-06-30,6.4,7.3,7.3,8.6,,7.4,Desempenho dentro do esperado.
356,109,2024-12-31,7.9,7.5,6.1,6.6,,7.0,Desempenho dentro do esperado.
357,109,2025-06-30,6.7,8.5,8.9,8.2,,8.1,Desempenho dentro do esperado.
358,109,2025-12-31,6.3,9.1,6.6,4.5,,6.6,Desempenho dentro do esperado.
359,110,2024-06-30,9.4,6.2,9.2,9.3,8.0,8.4,Desempenho dentro do esperado.
360,110,2024-12-31,7.2,8.3,6.0,5.2,8.5,7.0,Desempenho dentro do esperado.
361,110,2025-06-30,9.3,8.2,8.0,5.7,8.4,7.9,Desempenho dentro do esperado.
362,110,2025-12-31,6.2,8.0,8.0,7.4,9.1,7.7,Desempenho dentro do esperado.
363,112,2024-06-30,8.8,6.7,9.5,8.5,,8.4,Desempenho dentro do esperado.
364,112,2024-12-31,8.3,9.1,6.7,8.0,,8.0,Desempenho dentro do esperado.
365,112,2025-06-30,7.1,6.2,7.0,6.3,,6.7,Desempenho dentro do esperado.
366,112,2025-12-31,6.7,6.4,6.6,7.3,,6.8,Desempenho dentro do esperado.
367,113,2024-12-31,5.9,8.7,7.2,7.4,,7.3,Desempenho dentro do esperado.
368,113,2025-06-30,7.7,5.9,6.9,6.8,,6.8,Desempenho dentro do esperado.
369,113,2025-12-31,8.2,9.0,5.2,6.7,,7.3,Desempenho dentro do esperado.
370,114,2024-06-30,8.1,6.8,6.6,7.4,,7.2,Desempenho dentro do esperado.
371,114,2024-12-31,7.4,5.9,7.9,7.6,,7.2,Desempenho dentro do esperado.
372,114,2025-06-30,5.7,8.1,6.4,7.2,,6.8,Desempenho dentro do esperado.
373,114,2025-12-31,8.5,6.7,8.2,6.1,,7.4,Desempenho dentro do esperado.
374,115,2024-06-30,8.2,6.9,6.8,4.9,8.8,7.1,Desempenho dentro do esperado.
375,115,2024-12-31,8.5,7.4,8.5,7.0,7.8,7.8,Desempenho dentro do esperado.
376,115,2025-06-30,8.0,6.9,6.9,7.6,5.5,7.0,Desempenho dentro do esperado.
377,115,2025-12-31,6.3,7.8,8.6,7.1,6.5,7.3,Desempenho dentro do esperado.
378,116,2024-06-30,7.5,6.4,6.8,6.9,,6.9,Desempenho dentro do esperado.
379,116,2024-12-31,7.6,8.3,7.7,7.5,,7.8,Desempenho dentro do esperado.
380,116,2025-06-30,7.6,6.6,7.4,6.7,,7.1,Desempenho dentro do esperado.
381,116,2025-12-31,7.1,6.2,5.9,8.0,,6.8,Desempenho dentro do esperado.
382,117,2025-06-30,7.3,9.7,6.9,7.8,7.1,7.8,Desempenho dentro do esperado.
383,117,2025-12-31,6.4,6.9,7.5,4.6,6.6,6.4,Desempenho dentro do esperado.
384,118,2024-06-30,9.1,8.3,8.7,7.6,,8.4,Desempenho dentro do esperado.
385,118,2024-12-31,7.7,6.3,6.1,7.0,,6.8,Desempenho dentro do esperado.
386,118,2025-06-30,8.5,8.9,4.2,7.7,,7.3,Desempenho dentro do esperado.
387,118,2025-12-31,10.0,7.3,8.3,5.8,,7.9,Desempenho dentro do esperado.
388,119,2024-06-30,4.9,8.4,6.9,5.6,,6.5,Desempenho dentro do esperado.
389,119,2024-12-31,6.6,7.8,5.2,8.9,,7.1,Desempenho dentro do esperado.
390,119,2025-06-30,8.6,6.0,8.4,7.6,,7.7,Desempenho dentro do esperado.
391,119,2025-12-31,8.5,7.8,7.4,6.9,,7.7,Desempenho dentro do esperado.
392,120,2024-06-30,7.1,8.2,7.8,8.0,,7.8,Desempenho dentro do esperado.
393,120,2024-12-31,8.8,7.2,8.1,8.4,,8.1,Desempenho dentro do esperado.
394,120,2025-06-30,7.7,6.7,8.7,4.1,,6.8,Desempenho dentro do esperado.
395,120,2025-12-31,5.7,6.3,7.9,8.8,,7.2,Desempenho dentro do esperado.
396,121,2024-06-30,6.9,7.0,5.7,7.6,5.9,6.6,Desempenho dentro do esperado.
397,121,2024-12-31,6.5,5.2,7.0,6.2,7.5,6.5,Desempenho dentro do esperado.
398,121,2025-06-30,6.1,8.5,6.7,7.4,7.6,7.3,Desempenho dentro do esperado.
399,121,2025-12-31,7.5,6.8,8.7,9.3,7.8,8.0,Desempenho dentro do esperado.
400,122,2024-06-30,6.5,7.9,6.8,7.1,,7.1,Desempenho dentro do esperado.
401,122,2024-12-31,7.8,7.1,8.0,7.9,,7.7,Desempenho dentro do esperado.
402,122,2025-06-30,6.4,7.3,7.1,8.5,,7.3,Desempenho dentro do esperado.
403,122,2025-12-31,8.7,8.3,7.9,7.6,,8.1,Desempenho dentro do esperado.
404,123,2025-12-31,6.9,4.9,8.0,5.6,7.3,6.5,Desempenho dentro do esperado.
405,124,2024-06-30,6.8,6.5,5.9,7.8,6.2,6.6,Desempenho dentro do esperado.
406,124,2024-12-31,5.6,4.4,7.4,7.3,8.1,6.6,Desempenho dentro do esperado.
407,124,2025-06-30,7.3,6.4,7.0,8.1,8.2,7.4,Desempenho dentro do esperado.
408,124,2025-12-31,8.8,5.4,7.9,5.1,7.3,6.9,Desempenho dentro do esperado.
409,125,2025-12-31,7.9,6.8,8.7,6.9,,7.6,Desempenho dentro do esperado.
410,126,2024-06-30,7.1,5.4,6.3,7.0,6.6,6.5,Desempenho dentro do esperado.
411,126,2024-12-31,7.0,8.5,8.3,5.7,7.1,7.3,Desempenho dentro do esperado.
412,126,2025-06-30,7.8,5.8,6.4,5.8,6.4,6.4,Desempenho dentro do esperado.
413,126,2025-12-31,5.2,7.0,10.0,6.6,7.9,7.3,Desempenho dentro do esperado.
414,127,2024-06-30,7.8,8.5,7.0,8.6,,8.0,Desempenho dentro do esperado.
415,127,2024-12-31,4.7,7.4,6.7,7.5,,6.6,Desempenho dentro do esperado.
416,127,2025-06-30,5.3,7.6,7.8,7.3,,7.0,Desempenho dentro do esperado.
417,127,2025-12-31,6.1,8.2,6.7,6.4,,6.8,Desempenho dentro do esperado.
418,128,2024-06-30,7.4,5.8,9.2,7.2,7.2,7.4,Desempenho dentro do esperado.
419,128,2024-12-31,8.3,6.7,6.7,6.3,8.5,7.3,Desempenho dentro do esperado.
420,128,2025-06-30,8.4,8.9,6.3,4.9,7.7,7.2,Desempenho dentro do esperado.
421,128,2025-12-31,7.2,8.2,6.2,6.7,6.9,7.0,Desempenho dentro do esperado.
422,130,2025-12-31,7.0,5.9,7.6,7.8,,7.1,Desempenho dentro do esperado.
423,131,2025-06-30,6.9,4.6,6.9,10.0,,7.1,Desempenho dentro do esperado.
424,131,2025-12-31,6.5,9.0,6.0,7.4,,7.2,Desempenho dentro do esperado.
425,133,2024-06-30,5.7,5.2,6.1,10.0,8.0,7.0,Desempenho dentro do esperado.
426,133,2024-12-31,7.3,6.8,6.6,9.4,9.8,8.0,Desempenho dentro do esperado.
427,133,2025-06-30,5.6,6.4,8.0,7.0,7.0,6.8,Desempenho dentro do esperado.
428,133,2025-12-31,6.3,7.5,6.5,7.8,6.8,7.0,Desempenho dentro do esperado.
429,134,2024-06-30,4.6,6.5,7.7,7.6,,6.6,Desempenho dentro do esperado.
430,134,2024-12-31,10.0,10.0,6.9,6.7,,8.4,Desempenho dentro do esperado.
431,134,2025-06-30,8.2,7.9,6.7,5.8,,7.2,Desempenho dentro do esperado.
432,134,2025-12-31,5.8,8.2,7.0,6.8,,6.9,Desempenho dentro do esperado.
433,135,2024-06-30,8.8,6.9,6.2,8.0,6.0,7.2,Desempenho dentro do esperado.
434,135,2024-12-31,6.1,9.2,7.8,9.4,7.3,8.0,Desempenho dentro do esperado.
435,135,2025-06-30,7.3,5.0,7.3,5.7,5.1,6.1,Desempenho dentro do esperado.
436,135,2025-12-31,8.9,7.7,8.2,9.1,8.6,8.5,Desempenho acima do esperado.
437,136,2025-06-30,6.7,8.5,8.0,7.9,,7.8,Desempenho dentro do esperado.
438,136,2025-12-31,7.5,6.7,6.4,6.3,,6.7,Desempenho dentro do esperado.
439,137,2025-12-31,4.3,6.9,9.5,7.0,4.1,6.4,Desempenho dentro do esperado.
440,138,2024-12-31,7.7,5.9,4.9,6.2,,6.2,Desempenho dentro do esperado.
441,138,2025-06-30,4.5,6.0,7.7,6.7,,6.2,Desempenho dentro do esperado.
442,138,2025-12-31,6.6,8.0,7.8,6.3,,7.2,Desempenho dentro do esperado.
443,139,2024-06-30,5.4,6.2,7.7,8.2,,6.9,Desempenho dentro do esperado.
444,139,2024-12-31,6.3,8.0,8.6,6.7,,7.4,Desempenho dentro do esperado.
445,139,2025-06-30,5.6,7.5,7.2,8.3,,7.2,Desempenho dentro do esperado.
446,139,2025-12-31,7.3,7.3,9.0,7.1,,7.7,Desempenho dentro do esperado.
447,140,2025-12-31,8.3,9.2,7.8,7.1,,8.1,Desempenho dentro do esperado.
448,142,2024-06-30,7.8,7.5,4.5,6.4,3.6,6.0,Desempenho dentro do esperado.
449,142,2024-12-31,8.9,7.7,4.4,6.5,7.4,7.0,Desempenho dentro do esperado.
450,142,2025-06-30,8.0,8.8,6.8,6.2,6.5,7.3,Desempenho dentro do esperado.
451,143,2024-06-30,5.1,8.5,7.6,6.9,6.4,6.9,Desempenho dentro do esperado.
452,143,2024-12-31,7.1,8.2,7.9,6.2,6.2,7.1,Desempenho dentro do esperado.
453,143,2025-06-30,7.9,7.2,6.6,6.1,4.9,6.5,Desempenho dentro do esperado.
454,143,2025-12-31,7.2,7.0,7.6,5.7,7.4,7.0,Desempenho dentro do esperado.
455,145,2024-12-31,6.2,8.6,6.3,7.5,,7.2,Desempenho dentro do esperado.
456,145,2025-06-30,5.8,5.8,6.6,6.5,,6.2,Desempenho dentro do esperado.
457,145,2025-12-31,7.8,6.6,7.7,6.7,,7.2,Desempenho dentro do esperado.
458,146,2025-12-31,4.0,9.2,6.2,6.6,,6.5,Desempenho dentro do esperado.
459,147,2024-06-30,9.2,5.6,7.3,10.0,6.7,7.8,Desempenho dentro do esperado.
460,147,2024-12-31,7.9,8.7,9.0,7.9,8.2,8.3,Desempenho dentro do esperado.
461,147,2025-06-30,6.7,7.8,5.8,7.5,4.9,6.5,Desempenho dentro do esperado.
462,147,2025-12-31,7.7,8.1,6.8,7.7,7.2,7.5,Desempenho dentro do esperado.
463,149,2024-12-31,7.7,4.9,8.9,9.4,8.0,7.8,Desempenho dentro do esperado.
464,149,2025-06-30,7.0,6.7,4.7,7.4,7.9,6.7,Desempenho dentro do esperado.
465,149,2025-12-31,6.1,7.7,8.8,5.7,7.3,7.1,Desempenho dentro do esperado.
466,150,2024-06-30,8.5,6.5,7.2,7.1,,7.3,Desempenho dentro do esperado.
467,150,2024-12-31,8.0,7.1,7.1,7.1,,7.3,Desempenho dentro do esperado.
468,150,2025-06-30,7.9,6.3,7.7,6.7,,7.2,Desempenho dentro do esperado.
469,150,2025-12-31,6.2,9.4,6.7,9.0,,7.8,Desempenho dentro do esperado.
470,152,2025-06-30,9.2,6.7,6.8,8.3,5.7,7.3,Desempenho dentro do esperado.
471,152,2025-12-31,8.3,6.9,5.1,8.9,8.3,7.5,Desempenho dentro do esperado.
472,153,2024-06-30,7.3,7.1,8.1,6.9,7.0,7.3,Desempenho dentro do esperado.
473,153,2024-12-31,5.4,7.6,10.0,6.5,7.1,7.3,Desempenho dentro do esperado.
474,153,2025-06-30,7.3,8.4,9.5,6.5,6.5,7.6,Desempenho dentro do esperado.
475,153,2025-12-31,5.6,6.7,5.1,5.9,8.1,6.3,Desempenho dentro do esperado.
476,154,2025-06-30,6.3,7.6,8.3,7.4,,7.4,Desempenho dentro do esperado.
477,154,2025-12-31,7.6,7.4,6.2,9.0,,7.5,Desempenho dentro do esperado.
478,155,2024-06-30,7.0,6.9,8.3,7.5,7.9,7.5,Desempenho dentro do esperado.
479,155,2024-12-31,7.2,6.6,8.6,7.1,9.2,7.7,Desempenho dentro do esperado.
480,155,2025-06-30,7.2,7.7,8.8,7.6,7.1,7.7,Desempenho dentro do esperado.
481,155,2025-12-31,6.7,7.3,7.6,8.4,7.6,7.5,Desempenho dentro do esperado.
482,156,2024-06-30,7.6,10.0,9.3,7.9,7.3,8.4,Desempenho dentro do esperado.
483,156,2024-12-31,7.6,6.9,8.3,8.4,9.9,8.2,Desempenho dentro do esperado.
484,156,2025-06-30,10.0,7.0,7.5,5.1,6.6,7.2,Desempenho dentro do esperado.
485,156,2025-12-31,9.2,8.2,9.1,10.0,6.4,8.6,Desempenho acima do esperado.
486,157,2024-06-30,6.4,8.4,6.2,8.3,8.3,7.5,Desempenho dentro do esperado.
487,157,2024-12-31,8.0,5.5,8.2,6.1,7.7,7.1,Desempenho dentro do esperado.
488,157,2025-06-30,7.1,7.4,10.0,6.8,8.4,7.9,Desempenho dentro do esperado.
489,157,2025-12-31,7.6,6.8,8.7,5.9,6.0,7.0,Desempenho dentro do esperado.
490,158,2024-06-30,8.1,7.9,6.3,7.1,6.8,7.2,Desempenho dentro do esperado.
491,158,2024-12-31,9.3,7.2,7.8,6.2,8.2,7.7,Desempenho dentro do esperado.
492,158,2025-06-30,7.7,7.9,4.0,7.9,7.5,7.0,Desempenho dentro do esperado.
493,158,2025-12-31,6.9,8.4,9.9,10.0,7.3,8.5,Desempenho acima do esperado.
494,159,2024-06-30,7.7,6.7,5.6,6.1,,6.5,Desempenho dentro do esperado.
495,159,2024-12-31,6.4,6.9,6.0,5.1,,6.1,Desempenho dentro do esperado.
496,159,2025-06-30,8.8,8.2,6.9,7.2,,7.8,Desempenho dentro do esperado.
497,159,2025-12-31,6.8,6.7,10.0,7.4,,7.7,Desempenho dentro do esperado.
498,160,2025-12-31,8.8,7.7,8.6,8.1,9.1,8.5,Desempenho acima do esperado.
499,161,2024-06-30,6.9,5.6,6.4,6.6,,6.4,Desempenho dentro do esperado.
500,161,2024-12-31,7.1,6.7,7.5,7.4,,7.2,Desempenho dentro do esperado.
501,161,2025-06-30,9.1,7.6,6.3,7.2,,7.5,Desempenho dentro do esperado.
502,161,2025-12-31,9.4,8.0,7.3,7.7,,8.1,Desempenho dentro do esperado.
503,162,2024-06-30,7.8,6.2,7.8,5.5,10.0,7.5,Desempenho dentro do esperado.
504,162,2024-12-31,8.2,8.1,9.7,6.7,8.5,8.2,Desempenho dentro do esperado.
505,162,2025-06-30,8.0,8.4,8.9,8.2,9.7,8.6,Desempenho acima do esperado.
506,162,2025-12-31,6.7,7.6,7.4,8.5,6.0,7.2,Desempenho dentro do esperado.
507,163,2024-06-30,8.7,9.0,8.7,5.6,,8.0,Desempenho dentro do esperado.
508,164,2024-06-30,6.0,7.9,8.2,8.5,6.1,7.3,Desempenho dentro do esperado.
509,164,2024-12-31,8.2,7.7,7.1,6.8,6.4,7.2,Desempenho dentro do esperado.
510,164,2025-06-30,7.0,7.9,5.8,7.5,5.1,6.7,Desempenho dentro do esperado.
511,164,2025-12-31,6.7,7.6,7.3,6.9,7.3,7.2,Desempenho dentro do esperado.
512,165,2024-06-30,7.9,6.6,6.8,7.0,,7.1,Desempenho dentro do esperado.
513,165,2024-12-31,8.2,6.2,8.9,9.7,,8.2,Desempenho dentro do esperado.
514,165,2025-06-30,7.2,7.1,6.5,8.1,,7.2,Desempenho dentro do esperado.
515,165,2025-12-31,8.9,8.6,6.4,6.1,,7.5,Desempenho dentro do esperado.
516,166,2024-06-30,6.3,6.1,5.5,8.5,7.0,6.7,Desempenho dentro do esperado.
517,166,2024-12-31,8.7,5.9,7.6,7.5,6.9,7.3,Desempenho dentro do esperado.
518,166,2025-06-30,8.8,8.5,6.8,7.5,5.3,7.4,Desempenho dentro do esperado.
519,166,2025-12-31,6.7,9.2,7.9,5.7,7.3,7.4,Desempenho dentro do esperado.
520,168,2024-06-30,6.6,9.3,7.1,6.5,7.4,7.4,Desempenho dentro do esperado.
521,168,2024-12-31,7.8,7.5,5.6,6.9,7.9,7.1,Desempenho dentro do esperado.
522,168,2025-06-30,6.9,8.7,6.6,8.6,5.9,7.3,Desempenho dentro do esperado.
523,168,2025-12-31,6.4,8.4,5.7,5.6,6.0,6.4,Desempenho dentro do esperado.
524,169,2025-06-30,8.4,7.2,9.0,5.2,,7.5,Desempenho dentro do esperado.
525,169,2025-12-31,6.9,5.4,7.7,6.1,,6.5,Desempenho dentro do esperado.
526,170,2024-06-30,5.3,5.5,7.6,10.0,,7.1,Desempenho dentro do esperado.
527,170,2024-12-31,8.9,7.3,7.3,6.6,,7.5,Desempenho dentro do esperado.
528,170,2025-06-30,9.7,9.6,8.8,7.5,,8.9,Desempenho acima do esperado.
529,170,2025-12-31,7.2,9.8,7.1,8.9,,8.2,Desempenho dentro do esperado.
530,172,2024-06-30,8.8,7.7,7.5,7.3,,7.8,Desempenho dentro do esperado.
531,172,2024-12-31,7.4,8.6,4.9,8.0,,7.2,Desempenho dentro do esperado.
532,172,2025-06-30,8.2,6.3,7.1,8.1,,7.4,Desempenho dentro do esperado.
533,172,2025-12-31,7.6,8.0,7.4,8.4,,7.8,Desempenho dentro do esperado.
534,173,2025-06-30,6.4,3.8,7.1,6.8,7.6,6.3,Desempenho dentro do esperado.
535,174,2025-06-30,9.7,6.4,5.5,5.5,,6.8,Desempenho dentro do esperado.
536,174,2025-12-31,7.8,8.5,5.8,7.2,,7.3,Desempenho dentro do esperado.
537,175,2024-06-30,6.6,6.8,7.5,6.5,,6.8,Desempenho dentro do esperado.
538,175,2024-12-31,9.2,6.0,7.6,8.4,,7.8,Desempenho dentro do esperado.
539,175,2025-06-30,7.2,7.8,9.0,7.6,,7.9,Desempenho dentro do esperado.
540,175,2025-12-31,6.3,8.0,7.2,6.3,,7.0,Desempenho dentro do esperado.
541,176,2024-06-30,6.0,9.0,6.3,6.0,6.7,6.8,Desempenho dentro do esperado.
542,176,2024-12-31,6.7,5.7,5.7,7.3,6.9,6.5,Desempenho dentro do esperado.
543,176,2025-06-30,9.1,5.2,9.3,6.5,5.7,7.2,Desempenho dentro do esperado.
544,176,2025-12-31,7.0,6.4,8.0,7.6,9.3,7.7,Desempenho dentro do esperado.
545,177,2024-06-30,6.9,6.4,6.9,5.7,,6.5,Desempenho dentro do esperado.
546,177,2024-12-31,6.1,8.0,6.1,8.0,,7.0,Desempenho dentro do esperado.
547,177,2025-06-30,8.0,8.3,6.6,7.4,,7.6,Desempenho dentro do esperado.
548,177,2025-12-31,6.8,8.2,5.7,6.8,,6.9,Desempenho dentro do esperado.
549,178,2024-06-30,7.8,8.1,7.5,6.0,,7.3,Desempenho dentro do esperado.
550,178,2024-12-31,6.8,8.8,6.6,7.3,,7.4,Desempenho dentro do esperado.
551,178,2025-06-30,8.8,6.9,8.7,7.0,,7.8,Desempenho dentro do esperado.
552,178,2025-12-31,7.2,6.4,7.7,7.9,,7.3,Desempenho dentro do esperado.
553,179,2024-06-30,6.9,9.9,6.5,6.7,,7.5,Desempenho dentro do esperado.
554,179,2024-12-31,6.9,8.5,8.1,7.0,,7.6,Desempenho dentro do esperado.
555,179,2025-06-30,7.6,5.9,6.5,7.1,,6.8,Desempenho dentro do esperado.
556,179,2025-12-31,8.4,5.2,7.1,8.6,,7.3,Desempenho dentro do esperado.
557,180,2025-12-31,7.7,7.3,7.5,7.0,,7.4,Desempenho dentro do esperado.
558,181,2024-06-30,9.9,7.6,7.7,8.9,7.6,8.3,Desempenho dentro do esperado.
559,181,2024-12-31,7.8,5.8,7.1,6.9,7.3,7.0,Desempenho dentro do esperado.
560,181,2025-06-30,5.7,6.4,6.2,6.4,6.3,6.2,Desempenho dentro do esperado.
561,181,2025-12-31,6.4,8.4,6.5,7.9,6.1,7.1,Desempenho dentro do esperado.
562,182,2024-06-30,7.2,6.2,8.9,6.2,6.5,7.0,Desempenho dentro do esperado.
563,182,2024-12-31,6.2,7.3,7.2,7.3,9.1,7.4,Desempenho dentro do esperado.
564,182,2025-06-30,8.3,6.4,7.4,7.5,7.9,7.5,Desempenho dentro do esperado.
565,182,2025-12-31,8.6,8.1,6.8,8.6,7.4,7.9,Desempenho dentro do esperado.
566,183,2024-06-30,5.7,5.7,7.5,7.2,,6.5,Desempenho dentro do esperado.
567,183,2024-12-31,4.8,5.9,6.4,6.9,,6.0,Desempenho dentro do esperado.
568,184,2024-06-30,7.9,9.6,7.3,8.7,5.7,7.8,Desempenho dentro do esperado.
569,184,2024-12-31,7.4,9.4,6.5,5.5,7.6,7.3,Desempenho dentro do esperado.
570,184,2025-06-30,7.2,8.3,4.9,7.6,6.8,7.0,Desempenho dentro do esperado.
571,184,2025-12-31,8.8,5.1,6.5,6.0,7.2,6.7,Desempenho dentro do esperado.
572,185,2024-06-30,7.6,7.9,8.5,6.2,,7.5,Desempenho dentro do esperado.
573,185,2024-12-31,8.0,6.5,7.0,8.2,,7.4,Desempenho dentro do esperado.
574,185,2025-06-30,7.8,8.9,6.8,6.7,,7.5,Desempenho dentro do esperado.
575,185,2025-12-31,8.9,8.0,6.4,7.2,,7.6,Desempenho dentro do esperado.
576,186,2024-06-30,7.6,8.7,7.6,7.1,,7.8,Desempenho dentro do esperado.
577,186,2024-12-31,6.5,6.5,6.7,5.5,,6.3,Desempenho dentro do esperado.
578,186,2025-06-30,7.1,9.7,7.5,8.8,,8.3,Desempenho dentro do esperado.
579,186,2025-12-31,7.9,7.0,7.7,7.9,,7.6,Desempenho dentro do esperado.
580,188,2025-06-30,5.2,8.4,7.2,5.6,,6.6,Desempenho dentro do esperado.
581,188,2025-12-31,7.5,7.2,9.5,8.2,,8.1,Desempenho dentro do esperado.
582,189,2025-06-30,7.7,9.1,8.9,8.2,,8.5,Desempenho acima do esperado.
583,189,2025-12-31,5.9,8.1,9.5,8.2,,7.9,Desempenho dentro do esperado.
584,191,2024-06-30,10.0,5.8,6.2,6.0,,7.0,Desempenho dentro do esperado.
585,191,2024-12-31,8.5,5.7,6.4,8.6,,7.3,Desempenho dentro do esperado.
586,191,2025-06-30,7.0,4.8,6.9,7.1,,6.5,Desempenho dentro do esperado.
587,191,2025-12-31,8.7,7.3,5.6,6.3,,7.0,Desempenho dentro do esperado.
588,192,2024-06-30,6.1,4.5,7.9,8.4,,6.7,Desempenho dentro do esperado.
589,192,2024-12-31,7.4,6.5,8.1,9.5,,7.9,Desempenho dentro do esperado.
590,192,2025-06-30,7.6,6.0,6.5,6.9,,6.8,Desempenho dentro do esperado.
591,192,2025-12-31,6.7,7.1,5.3,7.0,,6.5,Desempenho dentro do esperado.
