id_presenca,id_funcionario,data_registro,status_presenca
19644,87,2025-12-12,Presente
19645,87,2025-12-15,Folga
19646,87,2025-12-16,Atestado
19647,87,2025-12-17,Presente
19648,87,2025-12-18,Presente
19649,87,2025-12-19,Presente
19650,87,2025-12-22,Presente
19651,87,2025-12-23,Presente
19652,87,2025-12-24,Presente
19653,87,2025-12-25,Presente
19654,87,2025-12-26,Presente
19655,87,2025-12-29,Presente
19656,87,2025-12-30,Presente
19657,87,2025-12-31,Presente
19658,88,2025-01-01,Presente
19659,88,2025-01-02,Falta
19660,88,2025-01-03,Presente
19661,88,2025-01-06,Presente
19662,88,2025-01-07,Presente
19663,88,2025-01-08,Presente
19664,88,2025-01-09,Presente
19665,88,2025-01-10,Presente
19666,88,2025-01-13,Presente
19667,88,2025-01-14,Presente
19668,88,2025-01-15,Presente
19669,88,2025-01-16,Presente
19670,88,2025-01-17,Presente
19671,88,2025-01-20,Presente
19672,88,2025-01-21,Presente
19673,88,2025-01-22,Presente
19674,88,2025-01-23,Presente
19675,88,2025-01-24,Presente
19676,88,2025-01-27,Presente
19677,88,2025-01-28,Presente
19678,88,2025-01-29,Presente
19679,88,2025-01-30,Presente
19680,88,2025-01-31,Presente
19681,88,2025-02-03,Presente
19682,88,2025-02-04,Presente
19683,88,2025-02-05,Falta
19684,88,2025-02-06,Presente
19685,88,2025-02-07,Presente
19686,88,2025-02-10,Presente
19687,88,2025-02-11,Presente
19688,88,2025-02-12,Presente
19689,88,2025-02-13,Presente
19690,88,2025-02-14,Presente
19691,88,2025-02-17,Presente
19692,88,2025-02-18,Presente
19693,88,2025-02-19,Presente
19694,88,2025-02-20,Presente
19695,88,2025-02-21,Presente
19696,88,2025-02-24,Presente
19697,88,2025-02-25,Presente
19698,88,2025-02-26,Atestado
19699,88,2025-02-27,Presente
19700,88,2025-02-28,Presente
19701,88,2025-03-03,Presente
19702,88,2025-03-04,Presente
19703,88,2025-03-05,Presente
19704,88,2025-03-06,Presente
19705,88,2025-03-07,Presente
19706,88,2025-03-10,Presente
19707,88,2025-03-11,Atestado
19708,88,2025-03-12,Presente
19709,88,2025-03-13,Falta
19710,88,2025-03-14,Presente
19711,88,2025-03-17,Presente
19712,88,2025-03-18,Presente
19713,88,2025-03-19,Presente
19714,88,2025-03-20,Presente
19715,88,2025-03-21,Presente
19716,88,2025-03-24,Presente
19717,88,2025-03-25,Presente
19718,88,2025-03-26,Presente
19719,88,2025-03-27,Presente
19720,88,2025-03-28,Presente
19721,88,2025-03-31,Presente
19722,88,2025-04-01,Férias
19723,88,2025-04-02,Presente
19724,88,2025-04-03,Presente
19725,88,2025-04-04,Presente
19726,88,2025-04-07,Presente
19727,88,2025-04-08,Presente
19728,88,2025-04-09,Presente
19729,88,2025-04-10,Presente
19730,88,2025-04-11,Presente
19731,88,2025-04-14,Presente
19732,88,2025-04-15,Presente
19733,88,2025-04-16,Presente
19734,88,2025-04-17,Presente
19735,88,2025-04-18,Presente
19736,88,2025-04-21,Presente
19737,88,2025-04-22,Presente
19738,88,2025-04-23,Presente
19739,88,2025-04-24,Férias
19740,88,2025-04-25,Presente
19741,88,2025-04-28,Presente
19742,88,2025-04-29,Presente
19743,88,2025-04-30,Presente
19744,88,2025-05-01,Presente
19745,88,2025-05-02,Presente
19746,88,2025-05-05,Presente
19747,88,2025-05-06,Presente
19748,88,2025-05-07,Presente
19749,88,2025-05-08,Presente
19750,88,2025-05-09,Presente
19751,88,2025-05-12,Presente
19752,88,2025-05-13,Presente
19753,88,2025-05-14,Presente
19754,88,2025-05-15,Presente
19755,88,2025-05-16,Presente
19756,88,2025-05-19,Presente
19757,88,2025-05-20,Presente
19758,88,2025-05-21,Presente
19759,88,2025-05-22,Atestado
19760,88,2025-05-23,Presente
19761,88,2025-05-26,Presente
19762,88,2025-05-27,Presente
19763,88,2025-05-28,Presente
19764,88,2025-05-29,Presente
19765,88,2025-05-30,Presente
19766,88,2025-06-02,Presente
19767,88,2025-06-03,Presente
19768,88,2025-06-04,Presente
19769,88,2025-06-05,Presente
19770,88,2025-06-06,Presente
19771,88,2025-06-09,Presente
19772,88,2025-06-10,Presente
19773,88,2025-06-11,Presente
19774,88,2025-06-12,Presente
19775,88,2025-06-13,Presente
19776,88,2025-06-16,Presente
19777,88,2025-06-17,Presente
19778,88,2025-06-18,Presente
19779,88,2025-06-19,Presente
19780,88,2025-06-20,Presente
19781,88,2025-06-23,Presente
19782,88,2025-06-24,Presente
19783,88,2025-06-25,Presente
19784,88,2025-06-26,Presente
19785,88,2025-06-27,Presente
19786,88,2025-06-30,Presente
19787,88,2025-07-01,Presente
19788,88,2025-07-02,Presente
19789,88,2025-07-03,Presente
19790,88,2025-07-04,Presente
19791,88,2025-07-07,Presente
19792,88,2025-07-08,Presente
19793,88,2025-07-09,Presente
19794,88,2025-07-10,Presente
19795,88,2025-07-11,Presente
19796,88,2025-07-14,Atestado
19797,88,2025-07-15,Presente
19798,88,2025-07-16,Presente
19799,88,2025-07-17,Presente
19800,88,2025-07-18,Falta
19801,88,2025-07-21,Presente
19802,88,2025-07-22,Presente
19803,88,2025-07-23,Presente
19804,88,2025-07-24,Presente
19805,88,2025-07-25,Presente
19806,88,2025-07-28,Presente
19807,88,2025-07-29,Férias
19808,88,2025-07-30,Presente
19809,88,2025-07-31,Presente
19810,88,2025-08-01,Atestado
19811,88,2025-08-04,Férias
19812,88,2025-08-05,Presente
19813,88,2025-08-06,Presente
19814,88,2025-08-07,Presente
19815,88,2025-08-08,Presente
19816,88,2025-08-11,Presente
19817,88,2025-08-12,Presente
19818,88,2025-08-13,Presente
19819,88,2025-08-14,Atestado
19820,88,2025-08-15,Presente
19821,88,2025-08-18,Presente
19822,88,2025-08-19,Presente
19823,88,2025-08-20,Presente
19824,88,2025-08-21,Presente
19825,88,2025-08-22,Presente
19826,88,2025-08-25,Presente
19827,88,2025-08-26,Presente
19828,88,2025-08-27,Presente
19829,88,2025-08-28,Presente
19830,88,2025-08-29,Presente
19831,88,2025-09-01,Presente
19832,88,2025-09-02,Falta
19833,88,2025-09-03,Férias
19834,88,2025-09-04,Presente
19835,88,2025-09-05,Presente
19836,88,2025-09-08,Presente
19837,88,2025-09-09,Presente
19838,88,2025-09-10,Presente
19839,88,2025-09-11,Presente
19840,88,2025-09-12,Presente
19841,88,2025-09-15,Presente
19842,88,2025-09-16,Presente
19843,88,2025-09-17,Falta
19844,88,2025-09-18,Atestado
19845,88,2025-09-19,Presente
19846,88,2025-09-22,Presente
19847,88,2025-09-23,Presente
19848,88,2025-09-24,Presente
19849,88,2025-09-25,Presente
19850,88,2025-09-26,Presente
19851,88,2025-09-29,Presente
19852,88,2025-09-30,Presente
19853,88,2025-10-01,Presente
19854,88,2025-10-02,Presente
19855,88,2025-10-03,Presente
19856,88,2025-10-06,Presente
19857,88,2025-10-07,Presente
19858,88,2025-10-08,Presente
19859,88,2025-10-09,Presente
19860,88,2025-10-10,Presente
19861,88,2025-10-13,Presente
19862,88,2025-10-14,Presente
19863,88,2025-10-15,Presente
19864,88,2025-10-16,Presente
19865,88,2025-10-17,Presente
19866,88,2025-10-20,Presente
19867,88,2025-10-21,Presente
19868,88,2025-10-22,Presente
19869,88,2025-10-23,Presente
19870,88,2025-10-24,Presente
19871,88,2025-10-27,Presente
19872,88,2025-10-28,Presente
19873,88,2025-10-29,Férias
19874,88,2025-10-30,Presente
19875,88,2025-10-31,Presente
19876,88,2025-11-03,Presente
19877,88,2025-11-04,Presente
19878,88,2025-11-05,Presente
19879,88,2025-11-06,Presente
19880,88,2025-11-07,Presente
19881,88,2025-11-10,Presente
19882,88,2025-11-11,Presente
19883,88,2025-11-12,Presente
19884,88,2025-11-13,Presente
19885,88,2025-11-14,Presente
19886,88,2025-11-17,Presente
19887,88,2025-11-18,Presente
19888,88,2025-11-19,Presente
19889,88,2025-11-20,Presente
19890,88,2025-11-21,Atestado
19891,88,2025-11-24,Presente
19892,88,2025-11-25,Presente
19893,88,2025-11-26,Presente
19894,88,2025-11-27,Presente
19895,88,2025-11-28,Presente
19896,88,2025-12-01,Atestado
19897,88,2025-12-02,Presente
19898,88,2025-12-03,Presente
19899,88,2025-12-04,Presente
19900,88,2025-12-05,Presente
19901,88,2025-12-08,Presente
19902,88,2025-12-09,Presente
19903,88,2025-12-10,Presente
19904,88,2025-12-11,Presente
19905,88,2025-12-12,Atestado
19906,88,2025-12-15,Presente
19907,88,2025-12-16,Presente
19908,88,2025-12-17,Atestado
19909,88,2025-12-18,Presente
19910,88,2025-12-19,Presente
19911,88,2025-12-22,Presente
19912,88,2025-12-23,Presente
19913,88,2025-12-24,Presente
19914,88,2025-12-25,Falta
19915,88,2025-12-26,Presente
19916,88,2025-12-29,Presente
19917,88,2025-12-30,Presente
19918,88,2025-12-31,Presente
19919,90,2025-01-01,Presente
19920,90,2025-01-02,Presente
19921,90,2025-01-03,Presente
19922,90,2025-01-06,Falta
19923,90,2025-01-07,Presente
19924,90,2025-01-08,Presente
19925,90,2025-01-09,Presente
19926,90,2025-01-10,Presente
19927,90,2025-01-13,Presente
19928,90,2025-01-14,Presente
19929,90,2025-01-15,Presente
19930,90,2025-01-16,Presente
19931,90,2025-01-17,Presente
19932,90,2025-01-20,Folga
19933,90,2025-01-21,Presente
19934,90,2025-01-22,Presente
19935,90,2025-01-23,Presente
19936,90,2025-01-24,Presente
19937,90,2025-01-27,Presente
19938,90,2025-01-28,Presente
19939,90,2025-01-29,Presente
19940,90,2025-01-30,Presente
19941,90,2025-01-31,Presente
19942,90,2025-02-03,Falta
19943,90,2025-02-04,Falta
19944,90,2025-02-05,Folga
19945,90,2025-02-06,Presente
19946,90,2025-02-07,Presente
19947,90,2025-02-10,Presente
19948,90,2025-02-11,Presente
19949,90,2025-02-12,Presente
19950,90,2025-02-13,Presente
19951,90,2025-02-14,Presente
19952,90,2025-02-17,Presente
19953,90,2025-02-18,Presente
19954,90,2025-02-19,Presente
19955,90,2025-02-20,Presente
19956,90,2025-02-21,Presente
19957,90,2025-02-24,Presente
19958,90,2025-02-25,Presente
19959,90,2025-02-26,Presente
19960,90,2025-02-27,Presente
19961,90,2025-02-28,Presente
19962,90,2025-03-03,Presente
19963,90,2025-03-04,Presente
19964,90,2025-03-05,Presente
19965,90,2025-03-06,Presente
19966,90,2025-03-07,Presente
19967,90,2025-03-10,Presente
19968,90,2025-03-11,Presente
19969,90,2025-03-12,Presente
19970,90,2025-03-13,Presente
19971,90,2025-03-14,Presente
19972,90,2025-03-17,Falta
19973,90,2025-03-18,Presente
19974,90,2025-03-19,Atestado
19975,90,2025-03-20,Presente
19976,90,2025-03-21,Presente
19977,90,2025-03-24,Presente
19978,90,2025-03-25,Presente
19979,90,2025-03-26,Presente
19980,90,2025-03-27,Atestado
19981,90,2025-03-28,Presente
19982,90,2025-03-31,Presente
19983,90,2025-04-01,Presente
19984,90,2025-04-02,Presente
19985,90,2025-04-03,Presente
19986,90,2025-04-04,Presente
19987,90,2025-04-07,Presente
19988,90,2025-04-08,Presente
19989,90,2025-04-09,Presente
19990,90,2025-04-10,Férias
19991,90,2025-04-11,Presente
19992,90,2025-04-14,Presente
19993,90,2025-04-15,Presente
19994,90,2025-04-16,Presente
19995,90,2025-04-17,Férias
19996,90,2025-04-18,Presente
19997,90,2025-04-21,Presente
19998,90,2025-04-22,Presente
19999,90,2025-04-23,Presente
20000,90,2025-04-24,Falta
20001,90,2025-04-25,Presente
20002,90,2025-04-28,Presente
20003,90,2025-04-29,Presente
20004,90,2025-04-30,Presente
20005,90,2025-05-01,Presente
20006,90,2025-05-02,Atestado
20007,90,2025-05-05,Presente
20008,90,2025-05-06,Presente
20009,90,2025-05-07,Presente
20010,90,2025-05-08,Presente
20011,90,2025-05-09,Presente
20012,90,2025-05-12,Presente
20013,90,2025-05-13,Presente
20014,90,2025-05-14,Presente
20015,90,2025-05-15,Presente
20016,90,2025-05-16,Presente
20017,90,2025-05-19,Presente
20018,90,2025-05-20,Presente
20019,90,2025-05-21,Presente
20020,90,2025-05-22,Presente
20021,90,2025-05-23,Presente
20022,90,2025-05-26,Férias
20023,90,2025-05-27,Presente
20024,90,2025-05-28,Presente
20025,90,2025-05-29,Presente
20026,90,2025-05-30,Presente
20027,90,2025-06-02,Presente
20028,90,2025-06-03,Presente
20029,90,2025-06-04,Presente
20030,90,2025-06-05,Presente
20031,90,2025-06-06,Presente
20032,90,2025-06-09,Presente
20033,90,2025-06-10,Presente
20034,90,2025-06-11,Folga
20035,90,2025-06-12,Presente
20036,90,2025-06-13,Presente
20037,90,2025-06-16,Presente
20038,90,2025-06-17,Presente
20039,90,2025-06-18,Presente
20040,90,2025-06-19,Presente
20041,90,2025-06-20,Presente
20042,90,2025-06-23,Presente
20043,90,2025-06-24,Atestado
20044,90,2025-06-25,Presente
20045,90,2025-06-26,Presente
20046,90,2025-06-27,Presente
20047,90,2025-06-30,Presente
20048,90,2025-07-01,Presente
20049,90,2025-07-02,Folga
20050,90,2025-07-03,Presente
20051,90,2025-07-04,Presente
20052,90,2025-07-07,Presente
20053,90,2025-07-08,Presente
20054,90,2025-07-09,Folga
20055,90,2025-07-10,Presente
20056,90,2025-07-11,Presente
20057,90,2025-07-14,Presente
20058,90,2025-07-15,Presente
20059,90,2025-07-16,Presente
20060,90,2025-07-17,Presente
20061,90,2025-07-18,Presente
20062,90,2025-07-21,Presente
20063,90,2025-07-22,Presente
20064,90,2025-07-23,Presente
20065,90,2025-07-24,Presente
20066,90,2025-07-25,Presente
20067,90,2025-07-28,Presente
20068,90,2025-07-29,Presente
20069,90,2025-07-30,Presente
20070,90,2025-07-31,Atestado
20071,90,2025-08-01,Presente
20072,90,2025-08-04,Presente
20073,90,2025-08-05,Presente
20074,90,2025-08-06,Presente
20075,90,2025-08-07,Presente
20076,90,2025-08-08,Presente
20077,90,2025-08-11,Presente
20078,90,2025-08-12,Presente
20079,90,2025-08-13,Presente
20080,90,2025-08-14,Atestado
20081,90,2025-08-15,Presente
20082,90,2025-08-18,Presente
20083,90,2025-08-19,Presente
20084,90,2025-08-20,Presente
20085,90,2025-08-21,Presente
20086,90,2025-08-22,Presente
20087,90,2025-08-25,Presente
20088,90,2025-08-26,Presente
20089,90,2025-08-27,Presente
20090,90,2025-08-28,Presente
20091,90,2025-08-29,Presente
20092,90,2025-09-01,Presente
20093,90,2025-09-02,Presente
20094,90,2025-09-03,Presente
20095,90,2025-09-04,Presente
20096,90,2025-09-05,Presente
20097,90,2025-09-08,Presente
20098,90,2025-09-09,Presente
20099,90,2025-09-10,Férias
20100,90,2025-09-11,Presente
20101,90,2025-09-12,Presente
20102,90,2025-09-15,Presente
20103,90,2025-09-16,Presente
20104,90,2025-09-17,Presente
20105,90,2025-09-18,Presente
20106,90,2025-09-19,Presente
20107,90,2025-09-22,Presente
20108,90,2025-09-23,Presente
20109,90,2025-09-24,Presente
20110,90,2025-09-25,Presente
20111,90,2025-09-26,Presente
20112,90,2025-09-29,Presente
20113,90,2025-09-30,Presente
20114,90,2025-10-01,Presente
20115,90,2025-10-02,Presente
20116,90,2025-10-03,Presente
20117,90,2025-10-06,Férias
20118,90,2025-10-07,Presente
20119,90,2025-10-08,Presente
20120,90,2025-10-09,Atestado
20121,90,2025-10-10,Atestado
20122,90,2025-10-13,Férias
20123,90,2025-10-14,Presente
20124,90,2025-10-15,Presente
20125,90,2025-10-16,Presente
20126,90,2025-10-17,Férias
20127,90,2025-10-20,Presente
20128,90,2025-10-21,Presente
20129,90,2025-10-22,Presente
20130,90,2025-10-23,Presente
20131,90,2025-10-24,Férias
20132,90,2025-10-27,Presente
20133,90,2025-10-28,Férias
20134,90,2025-10-29,Presente
20135,90,2025-10-30,Presente
20136,90,2025-10-31,Presente
20137,90,2025-11-03,Presente
20138,90,2025-11-04,Presente
20139,90,2025-11-05,Presente
20140,90,2025-11-06,Presente
20141,90,2025-11-07,Férias
20142,90,2025-11-10,Presente
20143,90,2025-11-11,Presente
20144,90,2025-11-12,Presente
20145,90,2025-11-13,Presente
20146,90,2025-11-14,Presente
20147,90,2025-11-17,Presente
20148,90,2025-11-18,Presente
20149,90,2025-11-19,Presente
20150,90,2025-11-20,Presente
20151,90,2025-11-21,Presente
20152,90,2025-11-24,Férias
20153,90,2025-11-25,Presente
20154,90,2025-11-26,Falta
20155,90,2025-11-27,Presente
20156,90,2025-11-28,Presente
20157,90,2025-12-01,Presente
20158,90,2025-12-02,Presente
20159,90,2025-12-03,Presente
20160,90,2025-12-04,Presente
20161,90,2025-12-05,Presente
20162,90,2025-12-08,Presente
20163,90,2025-12-09,Presente
20164,90,2025-12-10,Presente
20165,90,2025-12-11,Presente
20166,90,2025-12-12,Presente
20167,90,2025-12-15,Presente
20168,90,2025-12-16,Presente
20169,90,2025-12-17,Presente
20170,90,2025-12-18,Presente
20171,90,2025-12-19,Presente
20172,90,2025-12-22,Férias
20173,90,2025-12-23,Presente
20174,90,2025-12-24,Presente
20175,90,2025-12-25,Presente
20176,90,2025-12-26,Folga
20177,90,2025-12-29,Presente
20178,90,2025-12-30,Presente
20179,90,2025-12-31,Presente
20180,91,2025-01-01,Presente
20181,91,2025-01-02,Presente
20182,91,2025-01-03,Presente
20183,91,2025-01-06,Presente
20184,91,2025-01-07,Falta
20185,91,2025-01-08,Presente
20186,91,2025-01-09,Férias
20187,91,2025-01-10,Presente
20188,91,2025-01-13,Presente
20189,91,2025-01-14,Presente
20190,91,2025-01-15,Presente
20191,91,2025-01-16,Presente
20192,91,2025-01-17,Presente
20193,91,2025-01-20,Presente
20194,91,2025-01-21,Presente
20195,91,2025-01-22,Presente
20196,91,2025-01-23,Presente
20197,91,2025-01-24,Presente
20198,91,2025-01-27,Presente
20199,91,2025-01-28,Presente
20200,91,2025-01-29,Presente
20201,91,2025-01-30,Folga
20202,91,2025-01-31,Presente
20203,91,2025-02-03,Presente
20204,91,2025-02-04,Falta
20205,91,2025-02-05,Presente
20206,91,2025-02-06,Presente
20207,91,2025-02-07,Presente
20208,91,2025-02-10,Presente
20209,91,2025-02-11,Férias
20210,91,2025-02-12,Férias
20211,91,2025-02-13,Presente
20212,91,2025-02-14,Presente
20213,91,2025-02-17,Presente
20214,91,2025-02-18,Presente
20215,91,2025-02-19,Presente
20216,91,2025-02-20,Presente
20217,91,2025-02-21,Falta
20218,91,2025-02-24,Presente
20219,91,2025-02-25,Presente
20220,91,2025-02-26,Presente
20221,91,2025-02-27,Atestado
20222,91,2025-02-28,Presente
20223,91,2025-03-03,Presente
20224,91,2025-03-04,Presente
20225,91,2025-03-05,Presente
20226,91,2025-03-06,Presente
20227,91,2025-03-07,Presente
20228,91,2025-03-10,Presente
20229,91,2025-03-11,Presente
20230,91,2025-03-12,Presente
20231,91,2025-03-13,Presente
20232,91,2025-03-14,Presente
20233,91,2025-03-17,Presente
20234,91,2025-03-18,Presente
20235,91,2025-03-19,Presente
20236,91,2025-03-20,Presente
20237,91,2025-03-21,Presente
20238,91,2025-03-24,Presente
20239,91,2025-03-25,Atestado
20240,91,2025-03-26,Presente
20241,91,2025-03-27,Presente
20242,91,2025-03-28,Presente
20243,91,2025-03-31,Presente
20244,91,2025-04-01,Presente
20245,91,2025-04-02,Presente
20246,91,2025-04-03,Presente
20247,91,2025-04-04,Presente
20248,91,2025-04-07,Presente
20249,91,2025-04-08,Presente
20250,91,2025-04-09,Presente
20251,91,2025-04-10,Presente
20252,91,2025-04-11,Presente
20253,91,2025-04-14,Presente
20254,91,2025-04-15,Presente
20255,91,2025-04-16,Presente
20256,91,2025-04-17,Presente
20257,91,2025-04-18,Presente
20258,91,2025-04-21,Presente
20259,91,2025-04-22,Presente
20260,91,2025-04-23,Presente
20261,91,2025-04-24,Presente
20262,91,2025-04-25,Presente
20263,91,2025-04-28,Presente
20264,91,2025-04-29,Presente
20265,91,2025-04-30,Presente
20266,91,2025-05-01,Presente
20267,91,2025-05-02,Férias
20268,91,2025-05-05,Presente
20269,91,2025-05-06,Presente
20270,91,2025-05-07,Presente
20271,91,2025-05-08,Presente
20272,91,2025-05-09,Presente
20273,91,2025-05-12,Presente
20274,91,2025-05-13,Presente
20275,91,2025-05-14,Presente
20276,91,2025-05-15,Presente
20277,91,2025-05-16,Folga
20278,91,2025-05-19,Presente
20279,91,2025-05-20,Presente
20280,91,2025-05-21,Presente
20281,91,2025-05-22,Presente
20282,91,2025-05-23,Presente
20283,91,2025-05-26,Presente
20284,91,2025-05-27,Presente
20285,91,2025-05-28,Presente
20286,91,2025-05-29,Atestado
20287,91,2025-05-30,Presente
20288,91,2025-06-02,Presente
20289,91,2025-06-03,Presente
20290,91,2025-06-04,Presente
20291,91,2025-06-05,Presente
20292,91,2025-06-06,Atestado
20293,91,2025-06-09,Presente
20294,91,2025-06-10,Presente
20295,91,2025-06-11,Férias
20296,91,2025-06-12,Presente
20297,91,2025-06-13,Presente
20298,91,2025-06-16,Atestado
20299,91,2025-06-17,Presente
20300,91,2025-06-18,Férias
20301,91,2025-06-19,Presente
20302,91,2025-06-20,Presente
20303,91,2025-06-23,Presente
20304,91,2025-06-24,Presente
20305,91,2025-06-25,Presente
20306,91,2025-06-26,Folga
20307,91,2025-06-27,Presente
20308,91,2025-06-30,Presente
20309,91,2025-07-01,Presente
20310,91,2025-07-02,Presente
20311,91,2025-07-03,Presente
20312,91,2025-07-04,Folga
20313,91,2025-07-07,Presente
20314,91,2025-07-08,Presente
20315,91,2025-07-09,Presente
20316,91,2025-07-10,Presente
20317,91,2025-07-11,Presente
20318,91,2025-07-14,Falta
20319,91,2025-07-15,Presente
20320,91,2025-07-16,Presente
20321,91,2025-07-17,Presente
20322,91,2025-07-18,Presente
20323,91,2025-07-21,Presente
20324,91,2025-07-22,Presente
20325,91,2025-07-23,Presente
20326,91,2025-07-24,Presente
20327,91,2025-07-25,Presente
20328,91,2025-07-28,Presente
20329,91,2025-07-29,Presente
20330,91,2025-07-30,Presente
20331,91,2025-07-31,Presente
20332,91,2025-08-01,Presente
20333,91,2025-08-04,Presente
20334,91,2025-08-05,Presente
20335,91,2025-08-06,Presente
20336,91,2025-08-07,Presente
20337,91,2025-08-08,Presente
20338,91,2025-08-11,Presente
20339,91,2025-08-12,Presente
20340,91,2025-08-13,Presente
20341,91,2025-08-14,Presente
20342,91,2025-08-15,Presente
20343,91,2025-08-18,Presente
20344,91,2025-08-19,Presente
20345,91,2025-08-20,Presente
20346,91,2025-08-21,Presente
20347,91,2025-08-22,Presente
20348,91,2025-08-25,Presente
20349,91,2025-08-26,Presente
20350,91,2025-08-27,Presente
20351,91,2025-08-28,Presente
20352,91,2025-08-29,Presente
20353,91,2025-09-01,Presente
20354,91,2025-09-02,Presente
20355,91,2025-09-03,Férias
20356,91,2025-09-04,Presente
20357,91,2025-09-05,Presente
20358,91,2025-09-08,Férias
20359,91,2025-09-09,Presente
20360,91,2025-09-10,Presente
20361,91,2025-09-11,Presente
20362,91,2025-09-12,Presente
20363,91,2025-09-15,Presente
20364,91,2025-09-16,Presente
20365,91,2025-09-17,Presente
20366,91,2025-09-18,Atestado
20367,91,2025-09-19,Presente
20368,91,2025-09-22,Presente
20369,91,2025-09-23,Presente
20370,91,2025-09-24,Presente
20371,91,2025-09-25,Presente
20372,91,2025-09-26,Presente
20373,91,2025-09-29,Presente
20374,91,2025-09-30,Presente
20375,91,2025-10-01,Presente
20376,91,2025-10-02,Presente
20377,91,2025-10-03,Presente
20378,91,2025-10-06,Presente
20379,91,2025-10-07,Presente
20380,91,2025-10-08,Presente
20381,91,2025-10-09,Folga
20382,91,2025-10-10,Presente
20383,91,2025-10-13,Presente
20384,91,2025-10-14,Presente
20385,91,2025-10-15,Presente
20386,91,2025-10-16,Férias
20387,91,2025-10-17,Presente
20388,91,2025-10-20,Presente
20389,91,2025-10-21,Presente
20390,91,2025-10-22,Presente
20391,91,2025-10-23,Presente
20392,91,2025-10-24,Presente
20393,91,2025-10-27,Presente
20394,91,2025-10-28,Presente
20395,91,2025-10-29,Presente
20396,91,2025-10-30,Presente
20397,91,2025-10-31,Férias
20398,91,2025-11-03,Presente
20399,91,2025-11-04,Presente
20400,91,2025-11-05,Presente
20401,91,2025-11-06,Presente
20402,91,2025-11-07,Presente
20403,91,2025-11-10,Presente
20404,91,2025-11-11,Presente
20405,91,2025-11-12,Presente
20406,91,2025-11-13,Presente
20407,91,2025-11-14,Presente
20408,91,2025-11-17,Presente
20409,91,2025-11-18,Presente
20410,91,2025-11-19,Presente
20411,91,2025-11-20,Presente
20412,91,2025-11-21,Presente
20413,91,2025-11-24,Férias
20414,91,2025-11-25,Presente
20415,91,2025-11-26,Presente
20416,91,2025-11-27,Presente
20417,91,2025-11-28,Presente
20418,91,2025-12-01,Presente
20419,91,2025-12-02,Presente
20420,91,2025-12-03,Presente
20421,91,2025-12-04,Atestado
20422,91,2025-12-05,Presente
20423,91,2025-12-08,Presente
20424,91,2025-12-09,Presente
20425,91,2025-12-10,Presente
20426,91,2025-12-11,Férias
20427,91,2025-12-12,Férias
20428,91,2025-12-15,Presente
20429,91,2025-12-16,Presente
20430,91,2025-12-17,Presente
20431,91,2025-12-18,Presente
20432,91,2025-12-19,Presente
20433,91,2025-12-22,Férias
20434,91,2025-12-23,Presente
20435,91,2025-12-24,Presente
20436,91,2025-12-25,Atestado
20437,91,2025-12-26,Presente
20438,91,2025-12-29,Presente
20439,91,2025-12-30,Presente
20440,91,2025-12-31,Presente
20441,92,2025-01-01,Presente
20442,92,2025-01-02,Presente
20443,92,2025-01-03,Presente
20444,92,2025-01-06,Presente
20445,92,2025-01-07,Presente
20446,92,2025-01-08,Presente
20447,92,2025-01-09,Presente
20448,92,2025-01-10,Presente
20449,92,2025-01-13,Presente
20450,92,2025-01-14,Presente
20451,92,2025-01-15,Presente
20452,92,2025-01-16,Presente
20453,92,2025-01-17,Presente
20454,92,2025-01-20,Presente
20455,92,2025-01-21,Presente
20456,92,2025-01-22,Presente
20457,92,2025-01-23,Presente
20458,92,2025-01-24,Presente
20459,92,2025-01-27,Presente
20460,92,2025-01-28,Presente
20461,92,2025-01-29,Falta
20462,92,2025-01-30,Presente
20463,92,2025-01-31,Presente
20464,92,2025-02-03,Presente
20465,92,2025-02-04,Presente
20466,92,2025-02-05,Falta
20467,92,2025-02-06,Presente
20468,92,2025-02-07,Atestado
20469,92,2025-02-10,Presente
20470,92,2025-02-11,Presente
20471,92,2025-02-12,Presente
20472,92,2025-02-13,Presente
20473,92,2025-02-14,Férias
20474,92,2025-02-17,Presente
20475,92,2025-02-18,Presente
20476,92,2025-02-19,Presente
20477,92,2025-02-20,Presente
20478,92,2025-02-21,Presente
20479,92,2025-02-24,Presente
20480,92,2025-02-25,Presente
20481,92,2025-02-26,Presente
20482,92,2025-02-27,Presente
20483,92,2025-02-28,Presente
20484,92,2025-03-03,Falta
20485,92,2025-03-04,Férias
20486,92,2025-03-05,Presente
20487,92,2025-03-06,Atestado
20488,92,2025-03-07,Presente
20489,92,2025-03-10,Presente
20490,92,2025-03-11,Presente
20491,92,2025-03-12,Presente
20492,92,2025-03-13,Presente
20493,92,2025-03-14,Presente
20494,92,2025-03-17,Presente
20495,92,2025-03-18,Presente
20496,92,2025-03-19,Presente
20497,92,2025-03-20,Presente
20498,92,2025-03-21,Presente
20499,92,2025-03-24,Presente
20500,92,2025-03-25,Presente
20501,92,2025-03-26,Presente
20502,92,2025-03-27,Presente
20503,92,2025-03-28,Presente
20504,92,2025-03-31,Presente
20505,92,2025-04-01,Presente
20506,92,2025-04-02,Presente
20507,92,2025-04-03,Presente
20508,92,2025-04-04,Presente
20509,92,2025-04-07,Presente
20510,92,2025-04-08,Presente
20511,92,2025-04-09,Presente
20512,92,2025-04-10,Presente
20513,92,2025-04-11,Presente
20514,92,2025-04-14,Presente
